emb 0,emb 1,emb 2,emb 3,emb 4,emb 5,emb 6,emb 7,labels
1.2052462,1.2424326,1.7587621,1.6058125,0.6668793,0.8191622,1.938699,1.4563483,neutral
1.2495584,1.0681009,1.7132138,1.7776277,0.5832609,0.7943584,2.1109307,1.5463287,neutral
1.2660235,1.0784522,1.7828702,1.7217541,0.6126582,0.83309305,1.9855819,1.480996,neutral
1.1412702,1.0899045,1.4427719,1.7456945,0.6620833,0.9166778,2.154947,1.4006506,neutral
1.2389287,1.1870012,1.9070503,1.6043444,0.72701895,0.88176084,1.9044508,1.5311861,neutral
1.2900201,1.0395021,1.723494,1.7508644,0.59463453,0.8502856,2.0953774,1.5997037,neutral
1.130312,1.196636,1.6029557,1.7159531,0.65061986,0.9196793,2.00295,1.3884954,neutral
1.1428661,1.1561921,1.6082491,1.7517991,0.5941906,0.80152774,2.0552275,1.409262,neutral
0.7709813,1.5548395,1.4518515,1.7851229,0.6123223,0.6801365,1.957896,0.724807,neutral
1.202539,1.028772,1.839716,1.8399903,0.5677064,0.94196457,2.009887,1.568047,neutral
1.1685882,1.108909,1.7622838,1.7541136,0.5098344,0.6116405,2.1882439,1.4609457,neutral
1.0491924,0.9894974,1.4626197,1.9691386,0.41892704,0.9392649,2.1937046,1.3542472,neutral
1.1507038,1.016761,1.7785356,1.5923988,0.7100487,0.9054685,2.1774437,1.495201,neutral
1.1940453,1.0268947,1.811141,1.6211102,0.6789224,0.87085557,2.0417056,1.4590517,neutral
1.003178,1.236242,1.5465736,1.8655996,0.46496612,0.6226296,2.2258759,1.3229659,neutral
1.1187329,0.98317033,1.6274389,1.8782889,0.38763744,0.8203185,2.1585336,1.4766687,neutral
1.166323,1.1878738,1.6269367,1.7195277,0.70438963,0.7518091,2.0720122,1.3245827,neutral
1.1657976,1.1956587,1.6034255,1.7443775,0.629051,0.83348733,2.056021,1.4016987,neutral
1.2044314,0.9187458,1.5963397,1.8627977,0.4127442,0.83052206,2.4245698,1.5308896,neutral
1.0393022,0.98714656,1.7089254,1.8795748,0.5149598,1.093282,1.9723988,1.4505613,neutral
1.1746484,0.9491739,1.6894003,1.8470261,0.5921801,1.0383081,1.9828025,1.4926744,neutral
1.2060295,1.0760983,1.5302721,1.8408005,0.53145343,0.94009954,2.2921886,1.5411236,neutral
1.0581136,1.1642514,1.698791,1.7375243,0.7225241,0.92003953,2.0533297,1.347754,neutral
1.2886527,0.8922036,1.7528021,1.8191488,0.42774552,0.8512441,2.109163,1.6629311,neutral
1.211729,0.86853766,1.6365825,1.8179231,0.39910585,0.8539732,2.2175262,1.5244197,neutral
1.2973787,0.9797633,1.7323391,1.7523947,0.68199956,0.9257448,1.9769684,1.636654,neutral
1.2512879,1.1063603,1.5952362,1.6934617,0.7594448,0.8727164,2.2435029,1.5698111,neutral
1.194213,0.8649522,1.8138803,1.815992,0.40870145,0.917121,2.130874,1.6100894,neutral
1.218907,1.1648692,1.7939663,1.6485271,0.64867663,0.61660385,2.044225,1.4277134,neutral
1.1391511,1.1535517,1.5636861,1.8125622,0.65176713,0.8019403,2.169534,1.3460702,neutral
1.2206798,1.1157787,1.6269894,1.697984,0.6798384,0.85491693,2.142774,1.4697586,neutral
1.1113276,1.2129079,1.7318611,1.770388,0.48094764,0.52360684,2.0606678,1.3630421,neutral
1.1235019,1.2596146,1.5868262,1.7407941,0.74094015,0.77943814,2.05235,1.2386923,neutral
1.032683,1.1273282,1.5499271,1.8169813,0.4675238,0.88445634,2.1302128,1.2726985,neutral
1.1589715,1.1234087,1.6990457,1.6914705,0.5576683,0.651541,2.0407338,1.3568066,neutral
1.0880473,0.9658945,1.6160978,1.8831604,0.4034456,0.97237533,2.117316,1.4012218,neutral
1.2052711,1.1099706,1.613064,1.7020736,0.4939842,0.6818706,2.226981,1.3980895,neutral
1.2216707,1.1382164,1.8527402,1.7936985,0.5734207,0.8482502,1.8600322,1.465192,neutral
1.262471,1.1094712,1.7475793,1.6631725,0.55248547,0.61943144,2.0512402,1.5035244,neutral
1.0934926,0.9376668,1.6836268,1.7621453,0.5979255,1.0310013,2.058565,1.4657894,neutral
1.1673709,1.2564116,1.8150458,1.7932286,0.67404485,0.619852,1.8125665,1.3775733,neutral
1.1395112,1.1284964,1.6827682,1.8172295,0.6244995,0.9638168,1.9387658,1.4104861,neutral
0.99419945,1.2616541,1.4864187,1.7499045,0.64064693,0.90829206,1.890245,1.2348391,neutral
1.1567206,1.3327433,1.7800806,1.6554475,0.5950168,0.5455501,2.0244398,1.3406384,neutral
1.1958303,0.96346194,1.6144328,1.8810829,0.2874153,0.8570416,2.3600526,1.5366906,neutral
1.1764454,1.0970974,1.726812,1.7483255,0.58883727,0.9061165,2.046756,1.5766095,neutral
1.1013736,1.2352653,1.720585,1.7869008,0.47114047,0.82262665,1.9641502,1.350721,neutral
1.0947024,1.069962,1.5071521,1.8835777,0.4928713,0.8782899,2.2355359,1.3442417,neutral
1.1463811,1.1358263,1.7223042,1.6480817,0.6861502,0.89560276,2.0154734,1.3832465,neutral
1.1786351,1.0737417,1.821823,1.7379677,0.6407547,0.9364125,1.9247125,1.4832257,neutral
1.1975936,1.2000425,1.5640938,1.7757661,0.58508563,0.8653672,2.0771484,1.3896422,neutral
1.203942,0.9576544,1.7143878,1.7636997,0.5302985,0.87721986,2.1479661,1.5433006,neutral
1.1973811,0.9813385,1.6007836,1.846037,0.41317624,0.6107416,2.2554727,1.4936769,neutral
1.238115,1.1218842,1.7017578,1.6526792,0.55962217,0.7244835,2.2045345,1.436651,neutral
1.2125529,1.263822,1.6562761,1.6967791,0.555492,0.7203638,2.1906092,1.4482844,neutral
1.2255932,0.9290435,1.6410315,1.8264443,0.41882256,0.7966594,2.250378,1.5817249,neutral
1.254346,1.019393,1.7819735,1.7386247,0.5749416,0.9012335,2.1933625,1.5823463,neutral
1.2755224,1.0593758,1.7501633,1.7604764,0.59509087,0.81040484,2.067609,1.5705681,neutral
1.3348551,0.927493,1.8099174,1.7246393,0.6512281,0.9619003,1.9265261,1.6611197,neutral
1.0919737,1.2682185,1.6458596,1.7527924,0.5609925,0.8310055,2.0379317,1.2987982,neutral
1.2624675,1.0669354,1.6670477,1.7773551,0.6519389,0.9759532,2.0518546,1.5699115,neutral
1.1312256,1.147451,1.5675641,1.7941253,0.4310377,0.64598566,2.3462546,1.4216087,neutral
1.128435,0.9224807,1.8051953,1.7889299,0.58295184,0.9662768,2.088398,1.486364,neutral
1.2893829,0.8809663,1.7091875,1.7929701,0.5222174,0.98265123,2.1159964,1.6361841,neutral
1.3229584,0.8782362,1.7080007,1.7752299,0.7374572,0.9328777,2.0929282,1.7073767,neutral
1.1247253,1.3897332,1.6011459,1.6436578,0.65714973,0.71618366,2.0881417,1.2317392,neutral
1.0987747,1.0615934,1.6752664,1.873187,0.47059125,0.9904082,2.0658572,1.4733453,neutral
1.0624343,1.1738075,1.6698909,1.8682513,0.49738324,0.78525805,2.1545951,1.3466136,neutral
1.167695,1.124574,1.8087173,1.7552514,0.73840773,0.9153816,1.8053975,1.471192,neutral
1.261055,0.9594544,1.567403,1.838787,0.50120884,0.85588264,2.2398643,1.647892,neutral
1.2143717,1.0649697,1.7007322,1.6751994,0.63870203,0.95561546,2.1141164,1.4918276,neutral
1.0757871,1.098658,1.5415909,1.821769,0.5308215,0.76693845,2.1842694,1.3380934,neutral
1.209209,0.92257583,1.6330976,1.839326,0.5016065,1.0710589,2.0738473,1.592764,neutral
1.2060544,1.0251316,1.644303,1.8976918,0.50477415,0.8905594,2.2194245,1.5032281,neutral
1.1349789,1.1936815,1.6432854,1.6816113,0.4528096,0.78540754,2.1236925,1.4416198,neutral
1.0778444,1.238809,1.5760015,1.7814672,0.72761935,1.0626744,2.042178,1.365095,neutral
1.1527965,1.1121575,1.6190588,1.8717288,0.52723074,0.8878145,2.0089393,1.376932,neutral
1.1548578,1.1049327,1.5559182,1.898714,0.48476616,0.93800986,2.2091236,1.481598,neutral
1.1671437,1.199533,1.7497182,1.7241485,0.51409316,0.62681204,2.265871,1.367537,neutral
1.171901,1.072491,1.7441069,1.7993109,0.5137526,0.741428,2.181441,1.4603513,neutral
1.2237148,1.0354313,1.7279917,1.7365212,0.5672861,0.81923777,2.1878095,1.5298523,neutral
1.2760664,1.047295,1.60607,1.6902945,0.57173634,0.83118737,2.1649394,1.5846796,neutral
1.294805,1.1552253,1.6205025,1.6620489,0.6829814,0.91962075,2.0792367,1.5201392,neutral
1.1609783,1.111513,1.6540341,1.7756376,0.5955791,0.8073652,2.1068518,1.4888939,neutral
1.0787863,0.9992584,1.7198595,1.8035531,0.5694852,0.8558001,2.1251707,1.3576099,neutral
1.1619618,1.121307,1.7019386,1.7193801,0.6209932,0.89606047,2.118732,1.4046832,neutral
1.1788728,1.0692868,1.4335264,1.782557,0.53851855,1.0554605,2.2603161,1.4615072,neutral
1.3078009,1.1344092,1.8926363,1.6176071,0.6447439,0.8430574,2.0344913,1.6528469,neutral
0.95739186,1.2094023,1.4079072,1.8388274,0.389578,0.7836965,2.2479205,1.149878,neutral
1.0822445,1.1929857,1.7650276,1.7405803,0.58935744,0.8552943,1.9733896,1.3207934,neutral
1.0765984,1.0055534,1.4759945,2.026838,0.4722536,1.0288526,2.1128216,1.3421736,neutral
1.3289135,0.9800259,1.7838631,1.74827,0.7040254,1.0347173,1.9577264,1.5839822,neutral
1.2786198,0.69673586,1.9387091,1.9246548,0.50059956,1.1712223,1.8977509,1.8007803,neutral
1.0770639,0.9529651,1.7793623,1.7894807,0.42654133,0.75297236,2.0841062,1.3840473,neutral
1.2504355,1.0523822,1.8767369,1.6098013,0.69883007,0.743283,2.0655863,1.6347716,neutral
1.0799454,1.0267063,1.7337489,1.8421458,0.3906508,0.8456538,2.023501,1.4121956,neutral
1.339978,1.1358656,1.8959417,1.6149406,0.5421352,0.7430934,2.1294253,1.6883911,neutral
1.080121,1.0713319,1.5955677,1.7773759,0.537101,0.9493728,2.1133645,1.407295,neutral
1.1235148,1.2348524,1.5779516,1.7619721,0.67306423,0.8021,1.9077107,1.2801917,neutral
0.9739043,1.2146462,1.4870634,1.7599366,0.45151964,0.75117815,2.1864655,1.2111517,neutral
1.2276862,0.9909487,1.579458,1.7872562,0.6187351,0.97274894,2.041375,1.5580877,neutral
1.3481082,0.9822839,1.8230172,1.7126973,0.7022706,0.97598517,1.9432101,1.642751,neutral
1.126236,1.1175641,1.6820401,1.8946685,0.40609854,0.5650799,2.1959136,1.3611606,neutral
1.1568792,0.91707075,1.6717881,1.8650798,0.41727686,0.9019355,2.2622592,1.5561724,neutral
1.114311,1.237032,1.614767,1.7275636,0.6905863,0.77365,2.1959913,1.2880882,neutral
1.2055162,1.0548037,1.967192,1.7474922,0.592332,0.7910751,1.8213894,1.4924966,neutral
1.0897259,1.0936369,1.7360729,1.8207086,0.36212063,0.698554,2.120104,1.4459087,neutral
1.1938506,1.2375168,1.8062658,1.6920702,0.54735154,0.7504658,1.9732288,1.4686635,neutral
1.2498558,1.0398397,1.7492658,1.7846802,0.42838442,0.7868109,2.0561602,1.5809157,neutral
1.1792887,1.111416,1.7863235,1.7268548,0.57222396,0.76976454,2.075898,1.4361691,neutral
1.1261512,1.1362771,1.6380485,1.7544762,0.6652554,0.8374891,1.9958361,1.4476572,neutral
1.2298867,1.0121489,1.6069916,1.8171716,0.56272334,0.8383715,2.059311,1.5409001,neutral
1.2568208,1.0385942,1.7896817,1.728594,0.60593474,0.83493716,1.86304,1.5159324,neutral
1.2202984,1.0444788,1.655705,1.842317,0.54188204,0.9810993,2.0584548,1.5775487,neutral
1.2245387,1.1780967,1.7308668,1.6587703,0.65606564,0.61911297,2.1140764,1.4535984,neutral
1.2029588,1.0541304,1.5271976,1.8575414,0.4655479,0.96837133,1.9887897,1.5673404,neutral
1.3430009,1.0167946,1.6898079,1.77508,0.53302014,0.7936936,2.1212082,1.6632148,neutral
1.1242962,1.033847,1.739108,1.8409278,0.5907611,0.89470106,2.0156355,1.4755651,neutral
1.1782684,0.97121876,1.6164978,1.8531364,0.6302779,1.0897332,2.0041013,1.5704154,neutral
1.1387595,1.0707198,1.5654407,1.9216841,0.24213593,0.67479634,2.291159,1.4329247,neutral
1.196084,1.2774131,1.4399551,1.8274273,0.65168446,0.6618346,2.077715,1.3916967,neutral
1.2691151,0.86630255,1.6778219,1.8230764,0.54145354,0.8182867,2.2061794,1.6133276,neutral
1.2255294,1.1209288,1.6982671,1.6642709,0.5429202,0.85579515,2.2665288,1.5636231,neutral
1.2324808,1.0522957,1.7862439,1.6553141,0.6820549,0.92208856,2.059134,1.5402315,neutral
1.1644577,1.012362,1.5911522,1.7678721,0.4255339,0.67071843,2.214369,1.422591,neutral
1.1704446,1.0676746,1.6285006,1.8299335,0.6284706,0.96828926,1.9183955,1.4895829,neutral
1.2194353,1.2576629,1.6751271,1.6254618,0.5688545,0.701974,2.0705318,1.4552354,neutral
1.0564898,0.9970575,1.7174922,1.9223329,0.36280647,0.8639442,2.3835938,1.441986,neutral
1.0941339,1.2215298,1.6813474,1.6165628,0.8008959,0.8200043,1.8772575,1.3005085,neutral
1.2463719,1.1550967,1.5856155,1.651189,0.7329202,0.8813309,2.1108449,1.4428077,neutral
1.2625669,0.9592391,1.6442761,1.7259802,0.55740106,0.90807986,2.1360805,1.53406,neutral
1.3015462,0.87914664,1.7602332,1.8214978,0.54808754,0.9335827,2.090739,1.655051,neutral
1.1871425,1.2957677,1.7713321,1.6398475,0.5632626,0.57239795,2.1878839,1.4351382,neutral
1.221067,1.0577537,1.8081712,1.7255372,0.5320147,0.73259,2.158943,1.5444547,neutral
1.1585597,1.1799823,1.7714139,1.747484,0.50300413,0.58348656,2.064262,1.4479046,neutral
1.1353155,0.96944803,1.4036341,1.967974,0.53981936,1.0221729,2.239176,1.3886881,neutral
1.2112342,0.82540804,1.692645,1.8826394,0.4696016,0.9429724,2.1319098,1.6433191,neutral
1.2150345,1.0773617,1.6536404,1.739168,0.527955,0.7872927,2.150098,1.4509361,neutral
1.1720675,1.1359661,1.6680353,1.832367,0.43164194,0.6593911,2.172167,1.3717797,neutral
1.0870532,1.0925545,1.5773759,1.8165659,0.48404083,0.85028327,2.087722,1.38356,neutral
1.0659301,1.2095933,1.4072931,1.86635,0.44471192,0.9483208,2.2624943,1.2941769,neutral
1.2095526,1.030959,1.8215352,1.812724,0.5307425,0.928823,2.077865,1.5228635,neutral
1.1803789,0.9328491,1.6432893,1.8473781,0.58067834,0.95785874,1.9872173,1.536514,neutral
1.1936234,1.2130994,1.4487066,1.720439,0.7573088,0.9503595,2.1728466,1.4190718,neutral
1.0632738,0.9738679,1.4106885,1.9096277,0.489391,1.0307462,2.2222693,1.3564641,neutral
1.1193082,1.2338814,1.7657579,1.6279838,0.59624463,0.85125387,2.1609383,1.4017466,neutral
1.2731109,1.0741707,1.5360678,1.7431822,0.6434427,0.94871795,1.9769557,1.4682931,neutral
1.082214,1.0969611,1.5154518,1.928051,0.5431802,0.91688484,2.0525422,1.3959528,neutral
1.2436233,0.8682276,1.5754961,1.8468754,0.5256407,1.0741639,2.1804717,1.6650673,neutral
1.1880215,1.0611397,1.7650242,1.7988738,0.5356047,0.9563145,1.8772877,1.5435069,neutral
1.083783,1.1015775,1.8410645,1.6565652,0.6279752,0.92632574,1.9757591,1.3949087,neutral
1.1246333,1.1739554,1.6117004,1.8587604,0.4711528,0.608084,2.2209344,1.3195643,neutral
1.1414081,1.1706601,1.6729676,1.6595228,0.68463534,0.966397,2.0810444,1.3328482,neutral
1.3302233,0.94264656,1.8704073,1.691262,0.74592423,0.9271137,1.9195969,1.7092124,neutral
1.1506304,1.0655888,1.6949576,1.7343788,0.6899331,0.8232094,2.181672,1.5229254,neutral
1.1026167,1.223839,1.5595833,1.7582123,0.5346627,0.7546486,2.1371908,1.2696644,neutral
1.0852444,1.1636556,1.5164273,1.748811,0.3309288,0.76522464,2.3843036,1.3986608,neutral
1.2172306,0.80633146,1.8014029,1.8608035,0.52788955,1.0630298,2.1413565,1.5929356,neutral
1.1248163,1.0411242,1.708731,1.8082746,0.5878569,0.8810505,2.0774145,1.4247872,neutral
1.0610995,1.3454624,1.2653034,1.8079327,0.45487535,0.61580044,2.4383392,1.1194777,neutral
1.0470077,1.2156216,1.5649356,1.7193261,0.5683173,0.6593518,2.2079515,1.2658167,neutral
1.1196173,0.94615,1.7013575,1.8145521,0.44864726,1.0174382,2.2100136,1.4578154,neutral
1.2262487,1.0427573,1.6111914,1.7930053,0.4494688,0.90456337,2.187945,1.519596,neutral
1.2677445,0.91786766,1.8244919,1.8467156,0.4615175,0.8131018,2.176041,1.6014808,neutral
1.1733499,1.141916,1.716209,1.7730799,0.5137514,0.7820416,2.056147,1.3669857,neutral
1.1078018,1.1294613,1.5143532,1.7932998,0.4668629,0.83765477,2.2463338,1.3581065,neutral
1.3064762,0.99828327,1.7768754,1.7658789,0.5954895,0.86109203,2.0572186,1.6535165,neutral
1.2012646,1.3050486,1.8033282,1.6465044,0.72063524,0.8531932,1.9140259,1.4056848,neutral
1.2400392,0.93761533,1.6363212,1.753433,0.72056514,1.0880964,2.0511053,1.5818036,neutral
1.2884526,1.0837796,1.6302005,1.6849625,0.52243114,0.8631303,2.1268594,1.5029422,neutral
1.0547386,1.1492342,1.5962735,1.7652463,0.56382453,0.9110405,2.146658,1.3243351,neutral
1.163612,1.2310879,1.7616445,1.7244326,0.68509007,0.71963996,1.989956,1.3605882,neutral
1.2382362,1.0813423,1.6420022,1.7098898,0.6275401,0.8694227,2.1024683,1.4376808,neutral
1.1242908,1.0946989,1.6158618,1.8393333,0.51260346,0.83977973,2.1054375,1.3476206,neutral
1.1618047,1.1522377,1.5446669,1.7931648,0.59950775,0.8899205,1.9960943,1.4545065,neutral
0.94469106,1.012518,1.6950899,1.9167097,0.37134048,0.79385877,2.2370534,1.2829504,neutral
1.266117,0.9422167,1.9357823,1.8317887,0.4111371,0.763743,2.1789184,1.6863958,neutral
1.1133083,1.0848762,1.5211129,1.8336564,0.5735643,0.87975436,2.2372572,1.387375,neutral
1.0520669,0.9970492,1.433368,1.9000788,0.36121833,1.0195271,2.2632954,1.3980502,neutral
1.258881,0.8668904,1.708651,1.7797618,0.55955493,0.89928293,2.186012,1.6293174,neutral
1.0327818,1.1808406,1.5865414,1.7564163,0.6376845,0.82922477,2.0256813,1.3269538,neutral
1.2185428,0.9674872,1.6762925,1.8175466,0.4656558,0.98226464,2.0485697,1.5264742,neutral
1.2685463,0.98406297,1.6588923,1.8509592,0.4600128,0.8234257,2.326044,1.5792419,neutral
1.1759509,1.0239495,1.649958,1.8118587,0.5780454,1.0448091,2.115238,1.5141803,neutral
1.1044493,1.2106136,1.6980135,1.6400031,0.5191525,0.66545635,2.223887,1.2822284,neutral
1.2585425,1.0274233,1.7780025,1.7135801,0.6683981,0.90729356,1.9821423,1.5730466,neutral
1.1753042,1.3150561,1.7303927,1.670745,0.6272712,0.6968339,1.9363998,1.3036973,neutral
1.2276826,1.0703685,1.7820804,1.6534495,0.8453098,1.0339,1.9363384,1.5989147,neutral
1.1932155,1.0921959,1.5937109,1.6745614,0.5292553,0.79763216,2.2133555,1.4467499,neutral
1.1747209,1.1914455,1.6368185,1.7411659,0.64463955,0.88675994,2.1544063,1.5188472,neutral
1.255917,0.95694655,1.6451839,1.8308586,0.57592255,0.9212183,2.1226366,1.6148243,neutral
1.2760376,1.0412312,1.6764039,1.821293,0.6538502,1.1230375,2.0036364,1.5876344,neutral
1.0598056,1.1256061,1.5416583,1.813686,0.47743422,0.9189309,2.190389,1.2543414,neutral
1.0215292,1.2075876,1.5183874,1.8139716,0.4308847,0.79710937,2.2229404,1.2608403,neutral
1.1615791,1.126586,1.623218,1.7466158,0.63288355,0.9193738,2.1462398,1.429478,neutral
1.1970615,1.115018,1.70905,1.6989883,0.6937003,0.84775,2.1164033,1.4537684,neutral
1.2173091,1.1199013,1.6370276,1.8007984,0.5805142,0.8257172,2.1001055,1.4867105,neutral
1.2555851,1.108397,1.6807194,1.6688614,0.6811351,0.95182556,2.0498273,1.489373,neutral
1.0454758,1.1203154,1.5425855,1.8977506,0.38947,0.6825698,2.1991732,1.3218554,neutral
1.0850438,1.1270515,1.5644983,1.7953691,0.5823503,1.1374943,2.1779566,1.3867322,neutral
1.1633112,1.1750944,1.9282225,1.5959601,0.78867954,0.86642694,1.9750782,1.4384816,neutral
1.0817051,1.3871027,1.5673716,1.6376784,0.5749135,0.77934664,2.0430663,1.2858735,neutral
1.1235892,1.240456,1.6652955,1.7732208,0.5513704,0.58451,2.1248987,1.3372164,neutral
1.1142977,1.0354415,1.743083,1.7766365,0.49144384,0.92807305,2.0266821,1.4144683,neutral
1.2462875,1.1308125,1.5380967,1.8179694,0.47200456,0.7461778,2.172001,1.512239,neutral
1.1067418,1.1802727,1.7539343,1.8007057,0.5686631,0.72045934,2.0518882,1.3340703,neutral
0.9945063,1.3186296,1.4076695,1.8934715,0.5235116,0.69886655,2.3074393,1.1764343,neutral
1.1570354,1.1357068,1.5404888,1.8184835,0.5521435,0.9260606,2.123032,1.478904,neutral
1.1902738,1.0700797,1.6994822,1.8102188,0.6948337,0.94989777,2.0200837,1.5049052,neutral
1.253625,1.0480732,1.5903498,1.820342,0.5902662,1.0691789,2.072481,1.5630169,neutral
1.0886109,1.2788378,1.6468432,1.6241044,0.6498107,0.67387193,1.9886099,1.2373717,neutral
1.1975812,1.1984541,1.5536081,1.7216667,0.64554566,0.7296291,2.1880903,1.483338,neutral
1.2461288,0.7905475,1.8129598,1.8977998,0.41775,0.99927425,2.1717148,1.7606674,neutral
1.098703,1.1980253,1.6415465,1.8154085,0.66839963,0.761903,1.9220479,1.3095185,neutral
1.1804346,1.1226574,1.8533429,1.6321471,0.52431226,0.73623866,2.1260407,1.4101598,neutral
0.9723313,1.0573744,1.4904245,1.9388005,0.3377323,0.8979575,2.1202047,1.2189339,neutral
1.0759728,1.0041568,1.7878492,1.7691858,0.5410017,0.7902229,1.9615362,1.3831875,neutral
1.144365,0.93391126,1.7560439,1.765816,0.4705504,0.76258975,2.0518827,1.391208,neutral
1.1456505,1.1761031,1.6659533,1.8158569,0.6314362,0.8892427,2.0483308,1.4639459,neutral
1.2344574,1.2664723,1.6955179,1.5938467,0.5805106,0.6666929,2.1767664,1.4536239,neutral
0.97407395,1.0930547,1.6610771,1.9297652,0.39127907,1.0493782,2.0392609,1.3318244,neutral
