0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,labels
1.3627235,1.1702063,1.8124464,1.7019311,1.4220868,1.4601191,2.258999,1.1646506,1.8633149,1.9894837,1.9934261,2.1099393,2.716587,1.3977451,1.2470113,1.3418046,4
1.6655161,1.7436472,1.887211,1.5493877,1.6322198,1.7371504,1.0299449,1.714493,1.7498028,1.0275247,2.023083,2.1053262,1.8364134,1.0779073,2.1404407,1.4824674,5
1.7972128,1.1496587,1.2601752,1.0680834,1.9697943,1.7288918,1.34952,1.6912098,2.2230487,2.149186,1.4746399,1.691304,2.0466974,1.9491575,2.1188955,1.8983564,3
1.6913481,1.5937767,1.632263,1.1515133,1.9283339,1.6928242,1.5537413,1.8153852,1.3247068,2.4160023,1.5774815,2.4298592,1.6301457,1.092757,2.3194592,1.3589493,6
1.5421895,0.54620725,1.0505852,2.2471735,1.4481745,2.4995406,1.326762,1.1356875,1.510291,1.0808853,1.6288625,1.6673241,2.068204,0.9725978,2.1416948,1.8068386,2
1.5314065,1.2028334,2.0247474,1.6834581,1.2845901,1.1489869,2.384917,1.123748,1.5573524,1.7127106,1.6823885,2.0647452,2.2388551,1.2261707,1.4935054,1.2203021,4
1.6546526,1.1534622,0.99616915,0.9169388,2.0529463,1.745517,1.8033438,1.7448002,1.9187835,2.3364975,1.2196566,1.8049057,2.204042,1.857821,2.2603908,1.8606224,3
1.6954621,1.4469094,1.4096384,1.1195664,2.061477,1.688967,1.7319584,1.8036128,2.2911458,1.98835,1.6916059,1.7466946,2.650973,2.0783448,1.9328705,2.066929,3
1.6402209,2.094722,1.98227,1.9245713,1.659508,1.6433705,1.9012785,1.7831848,2.275394,2.2103724,2.155231,1.7992985,1.5409741,0.86219615,2.4525506,0.95505816,0
1.4402033,1.5089775,1.2617052,2.4307601,1.6667426,1.8363962,2.7036588,1.3353051,1.8747017,1.3745883,2.240868,1.05749,0.8518064,2.6370997,1.6857812,2.5429308,1
1.5907696,2.052593,1.759268,1.8953003,1.8286359,1.4737071,1.7919922,1.7848061,2.3416216,1.5537086,1.6254219,1.516633,1.6220927,0.670446,2.48601,0.8219084,0
1.621491,1.8798329,1.7211622,1.954936,1.6711378,1.7318406,1.9317032,1.9032722,1.3677225,2.7665083,1.1265402,2.299964,1.3136667,0.92877185,2.552458,1.5235828,6
1.4932683,1.5741351,1.5840534,2.002419,1.4874432,1.6013824,2.3800976,1.5069984,2.04674,2.1404252,2.5439954,2.0989966,1.4682443,0.7217895,2.4776409,1.3486384,0
1.5649261,1.9936731,1.6982906,1.9738976,1.6551936,1.7114105,2.3119278,1.7571573,2.230048,1.6997083,2.4186523,2.070816,1.6468464,0.68146366,2.302907,0.6090807,0
1.5381585,1.8591008,1.6839029,2.0345488,1.5471861,1.6412196,2.2956781,1.7240372,1.8569807,1.8102323,2.6049426,2.5323744,1.4565299,1.1178881,2.1624646,1.7895708,0
1.4001043,1.4596494,1.1802528,2.5286376,1.6232606,2.1735594,2.3068163,1.4562849,1.1940283,1.4636389,1.9907588,1.7537047,1.4181664,2.3257422,2.1269057,2.2436397,1
1.3124756,1.4107394,0.98785865,2.5307941,1.4746528,2.037138,2.5362203,1.246369,2.0365725,1.3017645,2.1290197,1.66543,1.3951042,2.324463,1.7240274,2.1599119,1
1.7500786,1.177487,1.3332957,1.1259251,1.9202893,1.743986,1.3499159,1.7221423,1.9177009,2.0769873,1.4724457,1.8272868,2.3888698,1.8588483,1.9703937,1.8146272,3
1.660108,1.8016865,1.6329759,1.8943529,1.6258626,1.8445699,1.883261,1.7468749,1.3338685,2.4173362,1.3263812,2.2760406,1.547118,1.0258179,2.3525507,1.4085497,6
1.7208292,1.784845,1.808364,1.8819818,1.6974269,1.5739342,1.7276587,1.67579,1.6168569,2.627485,1.3831507,2.1870723,1.4853994,1.2973554,2.386785,1.664463,6
1.8163512,2.0799153,2.1245184,1.61277,1.7360123,1.5305339,1.2788237,1.9911724,1.6850426,1.8092988,2.3617728,2.3057413,2.2120817,1.2282269,1.974926,1.3535458,5
1.3670232,1.5231597,1.1450609,2.4629877,1.4924257,1.934337,2.443297,1.3192278,1.8126746,1.773069,2.4349442,1.6509584,1.7393686,2.4100232,1.944547,2.110052,1
1.2896599,1.4559764,1.1762034,2.4377317,1.5299721,1.9404539,2.6438894,1.4860692,1.9177094,0.4464237,2.628962,1.7379798,1.0167207,3.1415925,1.4993525,2.281831,1
1.6551647,1.305105,1.2716054,1.0198222,2.1001282,1.7088646,1.8972191,1.7949401,2.0796232,1.932951,1.7447485,1.8448029,2.5591612,1.9190778,1.8608478,1.8634487,3
1.6942506,1.3843088,1.5478956,1.2348423,1.8565948,1.6753694,1.7066352,1.6835366,1.7790043,1.9466026,1.3086544,1.8976916,2.165706,1.7889451,2.1088266,1.6643516,3
1.6575052,1.948849,1.9945754,1.8469034,1.7076806,1.7015039,1.6829368,1.7816288,1.4304247,2.4998906,1.9102232,2.5884295,1.5803915,1.2360553,2.400827,1.5618184,6
1.5248528,1.1991466,2.2071176,1.7181939,1.3277483,1.2674127,2.062914,1.1037227,1.8883847,1.9329697,1.584548,1.8807688,2.1585865,1.2656945,1.4849898,1.069486,4
1.8413175,2.076263,2.0381114,1.5834081,1.6890956,1.4680905,1.5696822,1.9635371,1.5267847,2.488212,1.745307,2.7453847,1.129658,1.1436961,2.711238,1.61451,6
1.4482014,1.9922622,1.257643,2.2721853,1.6300437,1.8921405,2.3706148,1.6273634,2.3289232,1.987121,2.5506022,2.0461724,1.6527238,0.7857144,2.3941717,0.90977395,0
1.527088,0.70582044,1.115659,2.3153007,1.4102614,2.3310666,1.5024346,1.099182,1.5152829,1.0764248,1.6758362,1.5643905,2.137666,0.9499726,2.178024,1.9263299,2
1.5623946,0.46534717,1.2358154,1.9108998,1.6047529,2.2018957,1.2916567,1.311127,1.2646819,0.812154,1.4896984,2.0069325,1.88792,0.81162834,2.185021,1.7448419,2
1.3279449,1.5389893,1.0710651,2.4403923,1.6737342,1.9212246,2.5346828,1.4452264,1.8247659,1.2012932,1.9445646,1.5989857,1.1969512,2.3332124,1.8272927,2.3015025,1
1.7247363,1.6654432,1.8639605,1.2265502,1.7625759,1.6846265,1.1291499,1.7894133,1.6035006,1.9428561,1.9456229,2.1812024,1.748825,1.3032347,2.3185234,1.7568089,5
1.8791702,1.1887703,1.4038312,0.9788949,2.06125,1.6299438,1.35481,1.7624584,2.0645351,2.3683627,1.5475688,1.961345,2.5326543,2.0559938,1.8919783,2.0802588,3
1.5498453,1.0208014,2.0357292,1.8128988,1.3237721,1.4295318,1.9569393,1.1663306,1.7065104,1.8344721,1.9434451,2.0571012,2.2287705,1.5207716,1.5774745,1.4837912,4
2.0012844,1.1446476,1.3133231,0.7407333,2.075954,1.6899211,1.5709786,1.9436338,2.2165012,1.947389,1.7675534,1.7798903,2.377108,2.0526521,1.9139955,2.0255396,3
1.6993784,1.1633067,1.1785055,0.8809222,2.1355557,1.838061,1.6072029,1.8003597,2.010147,2.4372027,1.2991573,1.7957015,2.2450445,1.8894125,2.2846293,1.9268003,3
1.518727,0.40185758,1.0217909,2.507144,1.4387208,2.4265237,1.5102518,0.98781633,1.5106953,1.4874204,2.121329,2.1866496,2.2563627,1.3712087,1.9368978,1.6958902,2
1.4176251,0.6512698,1.1058564,2.2176175,1.4718307,2.300424,1.6160464,1.0863559,1.397816,1.152356,1.390571,1.5862701,1.9285606,0.7766945,2.2345715,1.8469249,2
1.7315118,1.9457808,2.0966516,1.7736866,1.7978523,1.6620499,1.431877,1.8465052,1.8664886,1.752159,2.2534056,2.1289878,1.8739324,1.5587369,2.040921,1.814149,5
1.4894316,0.7890392,1.0675896,2.2492805,1.5375025,2.3830268,1.4275424,1.2324221,1.3678143,0.73121625,1.6969131,1.8955581,1.8873755,0.928098,2.2630255,2.0664525,2
1.5174351,1.4159977,1.8594563,1.846406,1.4559991,1.4471985,2.2951345,1.4155446,2.0504785,2.042007,2.1767392,2.022731,1.3656595,0.6534785,2.4292998,0.9170106,0
1.710063,2.0614,2.046485,1.9873459,1.7007816,1.7717144,1.6503721,1.7937794,2.3031924,1.9945911,2.220077,1.9170983,1.3910849,0.9193891,2.355808,1.0506357,0
1.5796959,1.7420505,1.6493953,1.776198,1.6356163,1.7543653,1.3768013,1.6785558,1.8152227,1.7941647,2.1947384,2.1237922,2.0356073,1.5843003,1.9775611,1.6761609,5
1.6837687,1.9135139,2.051926,1.6983966,1.7416086,1.8544998,1.0982417,1.886654,1.8323834,1.6718935,2.2393026,2.192394,1.9096134,1.5003455,2.0619738,1.6467348,5
1.7121017,1.2565864,1.4423662,1.2176957,1.9715576,1.679983,1.8329622,1.6633523,2.2985384,2.2857294,1.4949206,1.8625386,1.8599687,2.0717862,1.8616744,1.9210873,3
1.5086488,0.9839076,2.0844913,1.7986774,1.2497703,1.3262057,2.1783412,1.0562398,1.7424635,2.0267155,1.8617202,2.0524385,2.3890498,1.6249691,1.5325708,1.6429422,4
1.7003738,1.6419293,2.1657116,1.5770005,1.4239721,1.3534548,1.7555243,1.5938901,1.8339635,2.3120775,1.4236788,2.0435922,1.506747,1.338311,2.4122293,1.4477419,6
1.88024,2.1745262,2.0345514,1.618888,1.795516,1.5461888,1.5759013,2.096525,1.613399,2.7083852,1.5358604,2.3161297,1.3450528,1.1434925,2.5629737,1.4622674,6
1.597602,1.9472513,1.7872821,2.0465846,1.6320728,1.5392889,2.172098,1.6836092,1.9445211,1.391387,2.08169,2.012066,1.7590282,0.4534021,2.2021458,0.5478018,0
1.4087044,0.50000507,1.1177049,2.276785,1.4938619,2.4336567,1.4701759,1.0815762,1.5710286,0.5820642,1.643171,1.6479721,1.9743154,0.68239516,2.2503204,1.6421808,2
1.6987352,1.8658808,1.8721621,1.5971489,1.7681476,1.7138705,1.279413,1.8767959,1.7790961,1.5127946,2.5199444,2.2914064,2.0733857,1.489639,1.9261584,1.705154,5
1.6583037,1.9759634,2.016356,2.0325017,1.7119036,1.683469,1.9478416,1.7817553,2.0363078,1.3470055,2.243105,2.0750048,1.7946408,0.7076308,2.1656785,0.6574586,0
1.55929,1.557418,1.3955566,1.5683558,1.9579997,1.7020439,1.9526857,1.8087945,1.9510887,1.8926964,1.8914372,1.8486024,1.5955797,0.5526351,2.499905,0.92417735,0
1.2422128,1.2837962,1.3281364,2.4092581,1.3865505,1.8195338,2.7236629,1.2510827,1.5597981,1.2241122,2.2276618,1.122955,0.76385975,2.7855065,1.7613778,2.5241177,1
1.790039,1.4202129,1.8165987,1.7953949,1.6911106,1.9266324,0.9441732,1.7917376,1.6116949,1.79344,2.2912898,2.4590912,1.8886641,1.4050992,2.1114416,1.7247579,5
1.3316556,1.4002239,1.129841,2.3486037,1.6054106,1.8600256,2.5006926,1.3894247,1.4671555,1.0021791,2.1193397,1.7414337,1.2153869,2.609043,1.8745254,2.2728875,1
1.650299,1.9283937,1.8646221,2.1071606,1.657032,1.568548,2.1189673,1.641868,2.1787057,1.800372,2.3968546,2.056603,1.6767493,0.49121648,2.3343456,0.3995478,0
1.3321763,0.54136777,0.9106829,2.2835205,1.6114513,2.3928323,1.8008676,1.190597,1.360718,1.1802014,1.9250638,2.0365577,2.1965287,1.0895971,2.1339214,1.8506312,2
1.6509846,1.9457283,1.8059869,2.1374934,1.6364646,1.5586424,2.326995,1.63301,2.3699753,2.0208576,2.1990342,1.8200017,1.662349,0.7200641,2.394788,0.6987101,0
1.7555977,1.7814192,1.7930843,1.5577134,1.7034445,1.7608724,1.2744193,1.746275,1.6114001,1.5892168,2.5625122,2.4419112,2.0896685,1.4178393,1.882338,1.7852575,5
1.612649,1.1565446,1.0538514,1.0064083,2.0176744,1.7777659,1.9357252,1.7126333,2.0241866,2.0066679,1.6589478,1.8028629,2.2559764,1.9339669,2.037556,1.9383765,3
1.5865971,1.6000397,1.8268403,1.7707534,1.5671958,1.4157612,2.153152,1.481901,2.2046497,2.140322,2.0998003,1.8515954,1.4383988,0.588837,2.5327942,0.74875563,0
1.3922963,1.1856788,1.329959,2.3880622,1.4190713,1.8641673,2.4754865,1.1034065,1.7588749,1.2450185,2.2548077,1.4413502,1.1245781,2.6220727,1.7322497,2.3109927,1
1.4440566,1.0823075,1.8066823,1.7962763,1.3437651,1.385763,2.2625852,1.2932967,1.7069179,1.8517373,1.9656457,2.0701268,2.328165,1.4492071,1.4582692,1.425276,4
1.8289133,1.7636002,1.7086809,1.4878823,1.6791568,1.6437865,1.6121067,1.7394897,1.6198573,1.4930638,2.4456246,2.439429,2.0033429,1.464282,1.9257991,1.7510328,5
1.7282401,1.2063704,1.3092122,1.1490813,2.056419,1.6375175,1.9249425,1.7533342,2.165384,1.9654056,1.286189,1.4909561,2.2128208,1.7952088,2.2886462,1.8306692,3
1.543245,0.5950465,1.077387,2.2648444,1.4187907,2.383147,1.3950481,1.0700616,1.453133,0.796736,1.6881915,1.7144765,1.9707668,0.8526405,2.2667453,1.9646344,2
1.5820329,1.1731567,1.7941048,1.6522348,1.3889209,1.3225206,2.2845988,1.1781993,1.8054188,1.9654157,1.8983977,2.0919464,2.70318,1.3173947,1.2038049,1.1835415,4
1.5219289,1.2342958,1.740733,1.8249879,1.4875847,1.598798,2.0634341,1.3531048,1.6553514,1.9037737,1.8180062,2.018947,2.3868113,1.3938948,1.3852944,1.3396488,4
1.3924696,0.65574974,1.114594,2.3847091,1.4471442,2.3982177,1.5487298,1.1499974,1.5223087,1.4529063,2.0170567,1.8690046,2.2398245,0.96055883,2.2414062,1.7272034,2
1.5199568,1.5827379,1.4563138,2.2245705,1.5325946,1.8999076,2.3252206,1.5160657,2.2712932,1.7663709,2.2272904,1.9446731,1.3898396,1.065866,2.2509766,1.2204572,0
1.9638247,1.187074,1.2057506,0.76966006,2.158595,1.7205051,1.6636983,1.8455781,1.7836101,1.6602155,1.8683785,1.9422837,1.8734854,1.9322555,1.8762546,2.0056074,3
1.5097984,1.1644375,2.019013,1.8186446,1.3420076,1.3977804,1.9740119,1.3127877,1.6303078,2.0662029,1.9958254,2.1905403,2.5782561,1.375236,1.260942,1.486335,4
1.5263923,0.964561,1.2894341,2.3049498,1.4020065,2.047646,1.9263463,1.0960292,1.3591372,1.0818809,2.4723036,1.5856986,1.144997,2.9840574,1.7830232,2.2354088,1
1.709588,1.2833201,1.533153,1.445808,1.8281785,1.7461021,1.958592,1.6489992,2.1605918,1.8919098,1.8613304,1.8182199,2.145519,2.0212076,1.8332042,2.0031514,3
1.8080089,1.5870335,2.0182176,1.6416149,1.5716366,1.6076412,1.4194672,1.6986084,1.697206,1.8540906,2.258676,2.2757223,1.9787203,1.5628059,1.9394941,1.863367,5
1.7168697,1.3522284,1.3072678,0.95752084,2.0844707,1.6979313,1.6401652,1.8543148,2.2946923,2.0953722,1.4245708,1.5916431,2.593409,1.9823806,2.2443922,1.9685198,3
1.5597218,1.5554456,1.7328268,1.9890391,1.4845167,1.5576862,2.112564,1.5843982,2.5526142,1.9077779,2.1921942,1.7815653,1.5793697,0.87357455,2.4158382,0.856169,0
1.3909856,1.3080779,1.7432482,2.03219,1.2877845,1.5119768,2.26494,1.3489226,1.6707829,1.9065021,2.1041064,2.1687217,2.5247965,1.284728,1.3542619,1.3459924,4
1.322488,1.9196967,1.0631889,2.388315,1.6134527,1.9426445,2.7075186,1.5191168,1.497704,1.2083112,2.308616,1.6021464,1.2308186,2.741483,1.8011208,2.2079606,1
1.7237917,1.775228,1.858144,1.5432409,1.6901562,1.6606271,1.459285,1.6067129,1.6195213,1.555977,2.0952597,2.143888,2.131539,1.1680489,2.0487542,1.4403121,5
1.6903317,1.6347449,1.7168868,1.2271892,1.8994253,1.706491,1.3189061,1.80113,1.8272758,1.8155681,2.0386214,2.024853,2.0679858,1.4537688,1.8465521,1.4631101,5
1.7726638,1.9655625,1.9715481,1.5274048,1.7434461,1.7285181,1.2636216,1.8815947,1.4797411,2.7600334,1.2854828,2.2740037,1.3674836,1.0140855,2.55114,1.4696355,6
1.3024082,1.4239907,1.038058,2.409913,1.4270644,1.8760033,2.6820457,1.1894642,2.0007958,1.520759,2.3903368,1.806921,1.6527323,2.3510983,1.7014085,2.047433,1
1.5430957,1.2063978,1.9154296,1.8979591,1.3681585,1.3785598,2.189609,1.2213075,1.5634594,1.8170997,1.8573532,2.143589,2.3036404,1.0654243,1.5380595,1.0751671,4
1.7683892,1.231438,1.1871659,0.91645086,2.172241,1.718788,1.7252598,1.9072858,2.2665923,2.3894954,1.3278323,1.683318,2.318612,2.0000532,2.2881978,1.9920154,3
1.4464831,0.9390111,1.762395,1.8446915,1.4096065,1.5560876,2.1976857,1.0440862,1.7192199,1.9707916,1.5962695,1.9440684,2.3489914,1.4265671,1.3965045,1.2610711,4
1.4425579,1.2124165,1.2552493,2.4694307,1.4954934,2.0750828,2.221597,1.2462528,1.4711453,1.678493,2.7476282,1.4350603,1.448624,2.9105747,1.933135,2.238292,1
1.7358252,1.355004,1.4392661,1.124643,2.0622404,1.7520447,1.6601471,1.8054962,2.093849,2.1554866,1.5519437,1.7521662,2.2136436,1.944239,2.178695,1.9517599,3
1.4657079,1.4086143,1.3031706,2.4583094,1.644889,1.901901,2.0756266,1.3956196,1.6489637,1.3083829,1.9641258,1.5556319,1.2037828,2.3857958,1.8749002,2.3080962,1
1.7888004,1.2952152,1.1217071,1.095246,2.0989788,1.5957168,1.7100189,1.8588187,2.0792017,2.090428,1.5903026,1.7618517,2.2483294,1.9449124,2.1420782,1.9414743,3
1.5184262,1.7263846,1.5760183,2.1690507,1.453428,1.6318526,2.606738,1.4950503,1.8034111,2.231157,2.287165,2.1288373,1.7867535,0.22885063,2.4305482,0.6702762,0
1.6676406,1.9797642,1.7983816,2.1448116,1.6791909,1.6534047,1.97805,1.6763817,2.244352,2.093391,2.3097703,1.8134193,1.8926482,0.86263853,2.2446232,1.0074606,0
1.3312442,1.4638413,1.2009665,2.2786713,1.4363266,1.7916454,2.4932902,1.2586862,1.6004235,1.5339587,2.3432739,1.7306006,1.5460972,2.5484416,1.8390288,2.0581393,1
1.8045858,1.0510807,1.0695794,0.72018903,2.242717,1.7206945,1.8595436,1.8143427,2.0319002,1.8636457,1.4512776,1.6873528,2.2533212,1.866479,2.272886,1.8434056,3
1.2743002,1.2376927,1.1799057,2.42475,1.467583,1.8715639,2.821704,1.181267,1.5141907,1.2410794,2.440285,1.4206628,1.0836084,2.8710392,1.7500433,2.2952902,1
1.3187711,1.3276194,1.0336013,2.5146055,1.6157148,1.9529784,2.452418,1.3109832,1.7049308,1.6368021,2.337521,1.3932214,1.2939651,2.5385814,1.8014791,2.240191,1
1.7395074,1.9517679,1.9910691,1.6837617,1.7141435,1.8082188,1.3701117,1.8890847,1.7752366,2.7405748,1.0821165,2.0814993,1.7028548,1.5451452,2.5109088,1.6868238,6
1.5719016,0.7947732,1.1092455,2.2345097,1.461453,2.2718039,1.4878411,1.1858579,1.6982281,1.251413,2.1046705,1.8447852,2.0483942,1.0754023,2.318703,1.8486265,2
1.6364484,1.238208,2.264419,1.7133796,1.2764206,1.1727761,2.0890427,1.2083384,1.6555548,2.0035584,1.9925046,2.1821394,2.7439287,1.1157113,1.0632995,1.1061779,4
1.6612117,1.6763363,1.766806,1.4537268,1.872786,1.759004,1.4885762,1.7485131,1.5198444,1.6472425,2.3593416,2.6054606,1.8618715,1.3878423,2.0248334,1.7636578,5
1.6598929,1.547583,1.8356507,1.5666629,1.7533164,1.8473843,1.3094568,1.6418619,1.7397698,1.5888271,2.6989563,2.3881836,2.2841058,1.156396,2.0215056,1.5660979,5
1.8414185,2.124618,2.0390139,1.540783,1.7817698,1.6012014,1.3407079,2.086113,1.3276936,2.6033819,1.4601841,2.4274926,1.3765478,0.9214712,2.5470665,1.399456,6
1.7175082,1.902483,1.8881971,1.9891144,1.6684436,1.5502642,2.1687462,1.6323806,2.1964126,1.7283423,2.064533,1.9957883,1.0469654,0.4356748,2.4841285,0.7560381,0
1.5735337,1.6246414,2.008071,1.8483821,1.5475878,1.6522644,1.8852013,1.640074,2.2686994,1.5738533,2.6071744,2.1355777,1.5350281,0.83981615,2.3077388,1.0473106,0
1.412288,1.1727021,1.5600773,2.280969,1.4098299,1.6619496,2.6576602,1.0562763,1.6186169,1.4895151,2.185213,1.4422685,1.2465574,2.5256395,1.8185111,2.2580614,1
1.8529235,1.250155,1.1029547,0.95561355,2.1552966,1.6239271,1.6527866,1.8288131,2.1117158,2.0177052,1.4776711,1.688707,2.457895,1.9106131,2.1440318,1.896726,3
1.4644486,0.7769765,1.214223,2.3883522,1.4155992,2.2942662,1.6925076,1.0657856,1.6628224,1.3603699,1.6394681,1.4208423,2.117014,0.9837688,2.412971,1.9998326,2
1.3597951,1.2078321,1.3068707,2.1883512,1.3529035,1.6930871,2.3885207,1.1314262,1.6563723,1.7265565,1.8396474,2.0540233,2.2709813,1.2965204,1.514728,1.2240883,4
1.3021213,1.3845997,1.238224,2.357991,1.528727,1.8188082,2.7025044,1.3541393,1.9924363,1.0064666,2.2294896,1.4890308,1.0543836,2.6031773,1.6530144,2.3521488,1
1.4977317,1.3354988,2.0495768,1.7036508,1.3847231,1.303695,2.2593482,1.283232,1.8291501,2.0289407,1.7672098,1.9999361,2.4984455,1.6285932,1.4972556,1.5331854,4
1.5804381,1.1057758,2.0948682,1.7782149,1.3006908,1.267027,2.1461947,1.1413405,1.6951226,1.9326549,1.6677314,1.9482441,2.443711,1.2967644,1.3620555,1.1548731,4
1.5288138,1.6849989,2.0034254,1.8113257,1.5578738,1.5209138,2.0983255,1.5863676,2.313644,1.7951274,2.305908,1.9920402,1.181066,0.94118303,2.3538668,1.3525494,0
1.5977391,2.0485175,1.79665,2.1403189,1.6181235,1.7381355,2.056207,1.8435915,2.1308625,2.1601923,2.4382844,1.9727422,1.6941978,0.6258883,2.3455796,0.7370089,0
1.6262344,1.7687606,1.7020504,2.089888,1.5781994,1.688485,2.04141,1.668016,2.1303036,2.0125926,2.405143,2.0277352,1.7769612,0.6100495,2.2880273,0.57751554,0
1.8269145,1.9089985,2.0709753,1.5589571,1.8124429,1.6364869,1.293927,1.9109396,1.4045826,3.0222437,1.0168952,2.3497288,1.2430843,0.966127,2.58011,1.6239789,6
1.8339944,1.6167111,1.8411525,1.3624799,1.7278483,1.7522935,1.288678,1.649453,1.7116752,1.4097931,2.141643,2.2368085,1.9922185,1.495372,1.9752936,1.620985,5
1.712007,1.3503618,1.472538,1.2168478,2.0590572,1.6646422,1.8458946,1.7821873,2.3017952,1.8691562,1.7226926,1.7060733,2.2199483,1.98242,1.9697124,1.9439461,3
1.800043,1.8565661,2.1394114,1.4876307,1.6950674,1.4756274,1.6092756,1.8567147,1.6019073,2.5039814,1.5938914,2.5755947,1.1235615,1.3172197,2.6050906,1.7596197,6
1.3713129,1.1554793,1.2096106,1.992461,1.558859,1.8102025,2.4291825,1.4585817,1.6975472,1.2037121,2.0500019,1.0112263,0.6271445,2.6438947,1.7732679,2.6564775,1
